contact_id,message,dir,emotion
user_538,"Honestly, I love extremely everything about this at the moment",sent,joy
user_539,Perfect happiness,sent,joy
user_540,"Just so you know, Perfect happiness!!",sent,joy
user_541,"You know what, Perfect happiness...",sent,joy
user_542,"To be honest, Perfect happiness today",sent,joy
user_543,"Just so you know, Perfect happiness for real",sent,joy
user_544,"Listen, Perfect happiness honestly",sent,joy
user_545,"Listen, Perfect happiness right now",sent,joy
user_546,Perfect happiness!,sent,joy
user_547,"Hey, Perfect happiness right now",sent,joy
user_548,"Listen, Perfect happiness",sent,joy
user_549,"To be honest, Perfect happiness!!",sent,joy
user_550,Joy unbounded,sent,joy
user_551,"Listen, Joy unbounded...",sent,joy
user_552,"You know what, Joy unbounded honestly",sent,joy
user_553,"I just want to say, Joy unbounded!!",sent,joy
user_554,"I have to tell you, Joy unbounded for real",sent,joy
user_555,"Honestly, Joy unbounded!",sent,joy
user_556,"You know what, Joy unbounded honestly",sent,joy
user_557,"To be honest, Joy unbounded today",sent,joy
user_558,"Just so you know, Joy unbounded",sent,joy
user_559,"I just want to say, Joy unbounded!",sent,joy
user_560,"You know what, Joy unbounded...",sent,joy
user_561,I'm so angry right now,sent,anger
user_562,"Hey, I'm so angry right now...",sent,anger
user_563,"Hey, I'm so absolutely angry right now seriously",sent,anger
user_564,I'm so angry right now seriously,sent,anger
user_565,"To be honest, I'm absolutely so angry right now for real",sent,anger
user_566,I'm so angry right now honestly,sent,anger
user_567,"Honestly, I'm so angry right now at the moment",sent,anger
user_568,"Honestly, I'm so angry right now at the moment",sent,anger
user_569,"To be honest, I'm so angry right now right now",sent,anger
user_570,"To be honest, I'm so angry right now today",sent,anger
user_571,"Honestly, I'm so angry right now...",sent,anger
user_572,This makes me furious,sent,anger
user_573,"Just so you know, This makes incredibly me furious!",sent,anger
user_574,"Listen, This makes really me furious today",sent,anger
user_575,"You know what, This makes me extremely furious!",sent,anger
user_576,"Honestly, This makes truly me furious today",sent,anger
user_577,"I have to tell you, This makes me furious at the moment",sent,anger
user_578,"Honestly, This makes me furious",sent,anger
user_579,"I just want to say, This truly makes me furious right now",sent,anger
user_580,"You know what, This makes me furious right now",sent,anger
user_581,"Hey, This makes me furious for real",sent,anger
user_582,"To be honest, This makes me furious seriously",sent,anger
user_583,I'm absolutely livid,sent,anger
user_584,I'm absolutely livid seriously,sent,anger
user_585,"I have to tell you, I'm absolutely livid seriously",sent,anger
user_586,"Hey, I'm absolutely livid for real",sent,anger
user_587,"Hey, I'm absolutely livid!!",sent,anger
user_588,I'm absolutely livid seriously,sent,anger
user_589,"Listen, I'm absolutely livid seriously",sent,anger
user_590,I'm absolutely livid honestly,sent,anger
user_591,"Hey, I'm absolutely totally livid honestly",sent,anger
user_592,"Honestly, I'm absolutely livid!!",sent,anger
user_593,"I have to tell you, I'm absolutely livid seriously",sent,anger
user_594,My blood is boiling,sent,anger
user_595,"I just want to say, My blood is extremely boiling for real",sent,anger
user_596,"I just want to say, My so blood is boiling!!",sent,anger
user_597,"I have to tell you, My blood is boiling at the moment",sent,anger
user_598,"You know what, My blood totally is boiling!!",sent,anger
user_599,"I have to tell you, My blood is boiling",sent,anger
user_600,"Hey, My blood really is boiling...",sent,anger
user_601,"I just want to say, My blood is boiling!!",sent,anger
user_602,"Hey, My completely blood is boiling...",sent,anger
user_603,"Just so you know, My blood is so boiling honestly",sent,anger
user_604,"I just want to say, My blood is boiling right now",sent,anger
user_605,I've had enough of this,sent,anger
user_606,I've had extremely enough of this for real,sent,anger
user_607,"Honestly, I've extremely had enough of this at the moment",sent,anger
user_608,"Listen, I've had truly enough of this at the moment",sent,anger
user_609,"I have to tell you, I've had enough of this at the moment",sent,anger
user_610,"To be honest, I've had enough of this honestly",sent,anger
user_611,"Hey, I've had enough of utterly this!!",sent,anger
user_612,"Listen, I've had enough of this for real",sent,anger
user_613,"Honestly, I've utterly had enough of this honestly",sent,anger
user_614,"To be honest, I've had enough of this!",sent,anger
user_615,I've had enough of really this seriously,sent,anger
user_616,This is infuriating,sent,anger
user_617,"I have to tell you, This is infuriating seriously",sent,anger
user_618,This is very infuriating...,sent,anger
user_619,"I just want to say, This is infuriating honestly",sent,anger
user_620,"Honestly, This is infuriating!!",sent,anger
user_621,"I have to tell you, This is infuriating for real",sent,anger
user_622,"Just so you know, This is infuriating seriously",sent,anger
user_623,"Listen, This is infuriating...",sent,anger
user_624,"Listen, This is extremely infuriating!",sent,anger
user_625,"I have to tell you, This is infuriating honestly",sent,anger
user_626,"I have to tell you, This is infuriating!",sent,anger
user_627,I'm seeing red,sent,anger
user_628,"I have to tell you, I'm utterly seeing red for real",sent,anger
user_629,I'm seeing red!,sent,anger
user_630,"I just want to say, I'm seeing really red seriously",sent,anger
user_631,"Listen, I'm seeing red right now",sent,anger
user_632,"Hey, I'm seeing very red!",sent,anger
user_633,"Honestly, I'm seeing red seriously",sent,anger
user_634,"Hey, I'm seeing red seriously",sent,anger
user_635,"Hey, I'm utterly seeing red!",sent,anger
user_636,"I just want to say, I'm utterly seeing red",sent,anger
user_637,"I just want to say, I'm incredibly seeing red honestly",sent,anger
user_638,Rage building up,sent,anger
user_639,"I just want to say, Rage building up!",sent,anger
user_640,Rage very building up...,sent,anger
user_641,Rage building utterly up!,sent,anger
user_642,"To be honest, Rage building up at the moment",sent,anger
user_643,"I just want to say, Rage utterly building up!",sent,anger
user_644,"To be honest, Rage building up honestly",sent,anger
user_645,"Honestly, Rage building really up...",sent,anger
user_646,"Just so you know, Rage building really up honestly",sent,anger
user_647,"Just so you know, Rage building up honestly",sent,anger
user_648,"To be honest, Rage really building up seriously",sent,anger
user_649,Sick and tired of this,sent,anger
user_650,"Just so you know, Sick and very tired of this for real",sent,anger
user_651,"Honestly, Sick and tired of this!!",sent,anger
user_652,"I have to tell you, Sick and tired of very this",sent,anger
user_653,"I have to tell you, Sick and tired of absolutely this!!",sent,anger
user_654,"I just want to say, Sick and tired of completely this",sent,anger
user_655,"I just want to say, Sick absolutely and tired of this at the moment",sent,anger
user_656,"I just want to say, Sick and tired so of this right now",sent,anger
user_657,Sick and incredibly tired of this,sent,anger
user_658,"Honestly, Sick and tired of this",sent,anger
user_659,"Just so you know, Sick and so tired of this for real",sent,anger
user_660,Fed up with everything,sent,anger
user_661,"Just so you know, Fed up with everything honestly",sent,anger
user_662,"Listen, Fed up with everything for real",sent,anger
user_663,"Just so you know, Fed up with everything!!",sent,anger
user_664,"I have to tell you, Fed very up with everything!",sent,anger
user_665,"Listen, Fed completely up with everything at the moment",sent,anger
user_666,"Hey, Fed up with everything",sent,anger
user_667,"I have to tell you, Fed up with everything seriously",sent,anger
user_668,"I have to tell you, Fed up with utterly everything",sent,anger
user_669,Fed up truly with everything right now,sent,anger
user_670,"Honestly, Fed up really with everything seriously",sent,anger
user_671,This is unacceptable,sent,anger
user_672,"Listen, This totally is unacceptable right now",sent,anger
user_673,"Just so you know, This is unacceptable!!",sent,anger
user_674,"You know what, This is unacceptable...",sent,anger
user_675,"Honestly, This is so unacceptable right now",sent,anger
user_676,"Hey, This is unacceptable honestly",sent,anger
user_677,"I have to tell you, This is extremely unacceptable at the moment",sent,anger
user_678,"You know what, This is unacceptable!",sent,anger
user_679,"Just so you know, This is so unacceptable...",sent,anger
user_680,This is unacceptable honestly,sent,anger
user_681,"Listen, This is so unacceptable...",sent,anger
user_682,How dare you,sent,anger
user_683,"Just so you know, How dare you...",sent,anger
user_684,"Honestly, How dare very you today",sent,anger
user_685,"You know what, How dare you",sent,anger
user_686,"Honestly, How absolutely dare you",sent,anger
user_687,"Honestly, How completely dare you honestly",sent,anger
user_688,"Honestly, How dare so you...",sent,anger
user_689,"I just want to say, How dare you for real",sent,anger
user_690,"Listen, How truly dare you honestly",sent,anger
user_691,"You know what, How absolutely dare you at the moment",sent,anger
user_692,"I have to tell you, How dare you today",sent,anger
user_693,I'm pissed off,sent,anger
user_694,"I just want to say, I'm pissed off...",sent,anger
user_695,"I have to tell you, I'm pissed off right now",sent,anger
user_696,I'm completely pissed off!!,sent,anger
user_697,"You know what, I'm incredibly pissed off",sent,anger
user_698,"You know what, I'm pissed truly off at the moment",sent,anger
user_699,"Honestly, I'm pissed utterly off!",sent,anger
user_700,I'm pissed really off honestly,sent,anger
user_701,"I have to tell you, I'm pissed absolutely off today",sent,anger
user_702,I'm pissed off right now,sent,anger
user_703,"I have to tell you, I'm incredibly pissed off at the moment",sent,anger
user_704,This pisses me off,sent,anger
user_705,"Hey, This pisses me off seriously",sent,anger
user_706,"Just so you know, This truly pisses me off for real",sent,anger
user_707,"I just want to say, This pisses me off!",sent,anger
user_708,"I just want to say, This so pisses me off right now",sent,anger
user_709,This pisses me extremely off honestly,sent,anger
user_710,"Listen, This pisses utterly me off...",sent,anger
user_711,"I just want to say, This pisses me off today",sent,anger
user_712,"To be honest, This pisses me incredibly off!",sent,anger
user_713,"Listen, This pisses me off",sent,anger
user_714,"Listen, This pisses me off right now",sent,anger
user_715,Absolutely furious,sent,anger
user_716,"Honestly, Absolutely furious!!",sent,anger
user_717,"You know what, Absolutely furious right now",sent,anger
user_718,"You know what, Absolutely furious right now",sent,anger
user_719,Absolutely furious!,sent,anger
user_720,Absolutely furious...,sent,anger
user_721,"Just so you know, Absolutely furious right now",sent,anger
user_722,"You know what, Absolutely furious!",sent,anger
user_723,"You know what, Absolutely furious today",sent,anger
user_724,"Just so you know, Absolutely furious honestly",sent,anger
user_725,"I just want to say, Absolutely furious today",sent,anger
user_726,Steaming mad,sent,anger
user_727,Steaming mad today,sent,anger
user_728,"I just want to say, Steaming mad today",sent,anger
user_729,"Honestly, Steaming mad honestly",sent,anger
user_730,"Honestly, Steaming mad right now",sent,anger
user_731,"Hey, Steaming mad for real",sent,anger
user_732,"I just want to say, Steaming mad",sent,anger
user_733,"Honestly, Steaming mad today",sent,anger
user_734,"I have to tell you, Steaming mad",sent,anger
user_735,"I just want to say, Steaming mad today",sent,anger
user_736,"Honestly, Steaming mad at the moment",sent,anger
user_737,Fit to be tied,sent,anger
user_738,"I just want to say, Fit really to be tied!",sent,anger
user_739,"You know what, Fit to be really tied right now",sent,anger
user_740,"Hey, Fit so to be tied honestly",sent,anger
user_741,"To be honest, Fit to very be tied at the moment",sent,anger
user_742,"I have to tell you, Fit to completely be tied",sent,anger
user_743,"Just so you know, Fit to be utterly tied!!",sent,anger
user_744,"I have to tell you, Fit to be tied for real",sent,anger
user_745,"To be honest, Fit to be tied at the moment",sent,anger
user_746,"Honestly, Fit to be totally tied...",sent,anger
user_747,"To be honest, Fit to be so tied",sent,anger
user_748,Lost my temper,sent,anger
user_749,Lost my temper,sent,anger
user_750,"To be honest, Lost incredibly my temper",sent,anger
user_751,"Hey, Lost my temper today",sent,anger
user_752,"I just want to say, Lost my utterly temper seriously",sent,anger
user_753,"Hey, Lost my temper...",sent,anger
user_754,"I have to tell you, Lost my temper at the moment",sent,anger
user_755,"Hey, Lost my temper honestly",sent,anger
user_756,"I just want to say, Lost so my temper seriously",sent,anger
user_757,"Listen, Lost my temper!!",sent,anger
user_758,"To be honest, Lost completely my temper today",sent,anger
user_759,Blowing my top,sent,anger
user_760,"Hey, Blowing my extremely top honestly",sent,anger
user_761,"To be honest, Blowing my completely top honestly",sent,anger
user_762,"To be honest, Blowing my so top",sent,anger
user_763,Blowing my top!,sent,anger
user_764,"You know what, Blowing my top...",sent,anger
user_765,"Honestly, Blowing totally my top...",sent,anger
user_766,"Honestly, Blowing really my top!",sent,anger
user_767,"Hey, Blowing really my top",sent,anger
user_768,"I just want to say, Blowing my top honestly",sent,anger
user_769,"Just so you know, Blowing my top today",sent,anger
user_770,Ready to explode,sent,anger
user_771,"You know what, Ready to utterly explode for real",sent,anger
user_772,"Listen, Ready to explode today",sent,anger
user_773,"I have to tell you, Ready to totally explode...",sent,anger
user_774,"Listen, Ready to truly explode seriously",sent,anger
user_775,"Listen, Ready so to explode honestly",sent,anger
user_776,"You know what, Ready to explode today",sent,anger
user_777,"Hey, Ready truly to explode!",sent,anger
user_778,Ready to explode!,sent,anger
user_779,"Listen, Ready to explode right now",sent,anger
user_780,"Just so you know, Ready to explode at the moment",sent,anger
user_781,Fuming with anger,sent,anger
user_782,"To be honest, Fuming really with anger seriously",sent,anger
user_783,"I have to tell you, Fuming with absolutely anger honestly",sent,anger
user_784,"Just so you know, Fuming with really anger today",sent,anger
user_785,"Just so you know, Fuming with really anger seriously",sent,anger
user_786,Fuming with anger...,sent,anger
user_787,"To be honest, Fuming with really anger!!",sent,anger
user_788,"To be honest, Fuming with anger...",sent,anger
user_789,"To be honest, Fuming with extremely anger honestly",sent,anger
user_790,"Honestly, Fuming with very anger for real",sent,anger
user_791,"You know what, Fuming absolutely with anger!",sent,anger
user_792,Burning with rage,sent,anger
user_793,"Hey, Burning totally with rage right now",sent,anger
user_794,"I just want to say, Burning with rage today",sent,anger
user_795,"I have to tell you, Burning with rage honestly",sent,anger
user_796,"I just want to say, Burning with absolutely rage today",sent,anger
user_797,"To be honest, Burning with rage right now",sent,anger
user_798,"I have to tell you, Burning with utterly rage",sent,anger
user_799,Burning with incredibly rage,sent,anger
user_800,"Hey, Burning with rage seriously",sent,anger
user_801,"I have to tell you, Burning with really rage honestly",sent,anger
user_802,"Honestly, Burning really with rage today",sent,anger
user_803,Mind your words,sent,anger
user_804,"I just want to say, Mind so your words!",sent,anger
user_805,"You know what, Mind truly your words at the moment",sent,anger
user_806,"To be honest, Mind your words today",sent,anger
user_807,"You know what, Mind your words seriously",sent,anger
user_808,"I have to tell you, Mind extremely your words for real",sent,anger
user_809,"Just so you know, Mind truly your words right now",sent,anger
user_810,"Honestly, Mind your absolutely words seriously",sent,anger
user_811,Mind completely your words,sent,anger
user_812,"Hey, Mind truly your words at the moment",sent,anger
user_813,"Listen, Mind very your words today",sent,anger
user_814,Watch your mouth,sent,anger
user_815,"Just so you know, Watch your mouth for real",sent,anger
user_816,Watch absolutely your mouth today,sent,anger
user_817,"To be honest, Watch your mouth",sent,anger
user_818,"To be honest, Watch your mouth right now",sent,anger
user_819,"I just want to say, Watch totally your mouth!",sent,anger
user_820,"I have to tell you, Watch completely your mouth",sent,anger
user_821,"Listen, Watch incredibly your mouth for real",sent,anger
user_822,"Hey, Watch utterly your mouth today",sent,anger
user_823,"Listen, Watch your mouth!!",sent,anger
user_824,"You know what, Watch absolutely your mouth today",sent,anger
user_825,Shut up,sent,anger
user_826,"To be honest, Shut up",sent,anger
user_827,"Just so you know, Shut up seriously",sent,anger
user_828,"Listen, Shut up at the moment",sent,anger
user_829,"To be honest, Shut up for real",sent,anger
user_830,"I just want to say, Shut up seriously",sent,anger
user_831,"Hey, Shut up right now",sent,anger
user_832,"Hey, Shut up for real",sent,anger
user_833,"Hey, Shut up honestly",sent,anger
user_834,"Honestly, Shut up at the moment",sent,anger
user_835,"Honestly, Shut up at the moment",sent,anger
user_836,Get lost,sent,anger
user_837,"To be honest, Get lost honestly",sent,anger
user_838,"Just so you know, Get lost!",sent,anger
user_839,"To be honest, Get lost for real",sent,anger
user_840,"Hey, Get lost today",sent,anger
user_841,"I have to tell you, Get lost at the moment",sent,anger
user_842,"Hey, Get lost for real",sent,anger
user_843,"I have to tell you, Get lost...",sent,anger
user_844,"Hey, Get lost today",sent,anger
user_845,"To be honest, Get lost honestly",sent,anger
user_846,"To be honest, Get lost at the moment",sent,anger
user_847,What the hell,sent,anger
user_848,"To be honest, What the hell honestly",sent,anger
user_849,"I have to tell you, What the hell honestly",sent,anger
user_850,"You know what, What absolutely the hell honestly",sent,anger
user_851,"You know what, What the utterly hell right now",sent,anger
user_852,"Listen, What the hell",sent,anger
user_853,"You know what, What the completely hell honestly",sent,anger
user_854,"You know what, What the truly hell at the moment",sent,anger
user_855,What the hell!!,sent,anger
user_856,"I just want to say, What the extremely hell!!",sent,anger
user_857,"I just want to say, What the hell",sent,anger
user_858,What the fish,sent,anger
user_859,"Listen, What the fish...",sent,anger
user_860,"Hey, What the fish seriously",sent,anger
user_861,"I have to tell you, What the fish",sent,anger
user_862,"To be honest, What the incredibly fish...",sent,anger
user_863,"Listen, What the fish",sent,anger
user_864,"Just so you know, What very the fish for real",sent,anger
user_865,What the fish right now,sent,anger
user_866,"To be honest, What the fish seriously",sent,anger
user_867,"Hey, What very the fish...",sent,anger
user_868,What the fish honestly,sent,anger
user_869,Are you kidding me,sent,anger
user_870,"Hey, Are you kidding me right now",sent,anger
user_871,"Listen, Are you kidding me!",sent,anger
user_872,"Honestly, Are you kidding me for real",sent,anger
user_873,"Listen, Are you very kidding me",sent,anger
user_874,"I just want to say, Are completely you kidding me at the moment",sent,anger
user_875,"I have to tell you, Are you kidding me!!",sent,anger
user_876,"Honestly, Are you utterly kidding me honestly",sent,anger
user_877,"You know what, Are utterly you kidding me right now",sent,anger
user_878,"I have to tell you, Are you kidding incredibly me!",sent,anger
user_879,Are you kidding me right now,sent,anger
user_880,This is bullshit,sent,anger
user_881,"To be honest, This absolutely is bullshit!",sent,anger
user_882,"I have to tell you, This is so bullshit honestly",sent,anger
user_883,"To be honest, This is bullshit!!",sent,anger
user_884,"Hey, This is bullshit at the moment",sent,anger
user_885,"Listen, This completely is bullshit!",sent,anger
user_886,"Just so you know, This totally is bullshit!",sent,anger
user_887,"Honestly, This is bullshit",sent,anger
user_888,"Listen, This is absolutely bullshit at the moment",sent,anger
user_889,"Listen, This is bullshit...",sent,anger
user_890,"Honestly, This absolutely is bullshit!!",sent,anger
user_891,Damn it all,sent,anger
user_892,"Hey, Damn it all for real",sent,anger
user_893,"Just so you know, Damn it extremely all for real",sent,anger
user_894,Damn incredibly it all at the moment,sent,anger
user_895,"I have to tell you, Damn very it all!!",sent,anger
user_896,"Just so you know, Damn it all today",sent,anger
user_897,"Just so you know, Damn truly it all...",sent,anger
user_898,"Just so you know, Damn it totally all at the moment",sent,anger
user_899,"To be honest, Damn it all!!",sent,anger
user_900,"To be honest, Damn it all honestly",sent,anger
user_901,"Just so you know, Damn it all today",sent,anger
user_902,Screw this,sent,anger
user_903,Screw this!,sent,anger
user_904,"Hey, Screw this",sent,anger
user_905,"To be honest, Screw this",sent,anger
user_906,"Honestly, Screw this",sent,anger
user_907,"I have to tell you, Screw this honestly",sent,anger
user_908,Screw this for real,sent,anger
user_909,"I have to tell you, Screw this seriously",sent,anger
user_910,"To be honest, Screw this at the moment",sent,anger
user_911,"Listen, Screw this honestly",sent,anger
user_912,"I have to tell you, Screw this right now",sent,anger
user_913,I hate this,sent,anger
user_914,"Just so you know, I hate this!",sent,anger
user_915,"Listen, I hate utterly this!",sent,anger
user_916,"Just so you know, I hate really this!",sent,anger
user_917,"To be honest, I hate really this!!",sent,anger
user_918,"Hey, I utterly hate this!!",sent,anger
user_919,"I just want to say, I hate this!!",sent,anger
user_920,"I have to tell you, I hate this",sent,anger
user_921,"Just so you know, I completely hate this!",sent,anger
user_922,"I just want to say, I hate this honestly",sent,anger
user_923,"Listen, I utterly hate this!",sent,anger
user_924,Absolutely hate it,sent,anger
user_925,"Listen, Absolutely utterly hate it...",sent,anger
user_926,"You know what, Absolutely hate it for real",sent,anger
user_927,"To be honest, Absolutely extremely hate it honestly",sent,anger
user_928,"Listen, Absolutely hate it...",sent,anger
user_929,"Honestly, Absolutely really hate it at the moment",sent,anger
user_930,"I have to tell you, Absolutely completely hate it seriously",sent,anger
user_931,"Listen, Absolutely absolutely hate it right now",sent,anger
user_932,"Just so you know, Absolutely so hate it for real",sent,anger
user_933,"I just want to say, Absolutely hate it honestly",sent,anger
user_934,"Listen, Absolutely hate it right now",sent,anger
user_935,Can't stand this anymore,sent,anger
user_936,"You know what, Can't stand utterly this anymore honestly",sent,anger
user_937,"To be honest, Can't stand this anymore",sent,anger
user_938,"I just want to say, Can't stand this anymore for real",sent,anger
user_939,"You know what, Can't stand this anymore!",sent,anger
user_940,"I just want to say, Can't stand this so anymore at the moment",sent,anger
user_941,"To be honest, Can't stand this anymore!!",sent,anger
user_942,Can't stand this anymore right now,sent,anger
user_943,"To be honest, Can't so stand this anymore!",sent,anger
user_944,"I just want to say, Can't stand this anymore seriously",sent,anger
user_945,"I just want to say, Can't stand this anymore!",sent,anger
user_946,This is ridiculous,sent,anger
user_947,"To be honest, This incredibly is ridiculous!!",sent,anger
user_948,"Just so you know, This completely is ridiculous right now",sent,anger
user_949,This is ridiculous...,sent,anger
user_950,This completely is ridiculous at the moment,sent,anger
user_951,This is completely ridiculous today,sent,anger
user_952,This is ridiculous,sent,anger
user_953,"Just so you know, This is ridiculous today",sent,anger
user_954,"I just want to say, This is ridiculous for real",sent,anger
user_955,"Hey, This is ridiculous right now",sent,anger
user_956,"You know what, This completely is ridiculous at the moment",sent,anger
user_957,Beyond angry,sent,anger
user_958,"Just so you know, Beyond angry...",sent,anger
user_959,"I have to tell you, Beyond angry seriously",sent,anger
user_960,"To be honest, Beyond angry!!",sent,anger
user_961,"To be honest, Beyond angry at the moment",sent,anger
user_962,"Listen, Beyond angry",sent,anger
user_963,"You know what, Beyond angry!",sent,anger
user_964,Beyond angry...,sent,anger
user_965,"You know what, Beyond angry seriously",sent,anger
user_966,"Honestly, Beyond angry right now",sent,anger
user_967,"I have to tell you, Beyond angry...",sent,anger
user_968,Seething with rage,sent,anger
user_969,Seething with rage,sent,anger
user_970,"To be honest, Seething with very rage today",sent,anger
user_971,"I have to tell you, Seething with rage right now",sent,anger
user_972,"Honestly, Seething with totally rage",sent,anger
user_973,"Hey, Seething with rage!!",sent,anger
user_974,"I have to tell you, Seething with rage!!",sent,anger
user_975,"I have to tell you, Seething with rage",sent,anger
user_976,"Just so you know, Seething so with rage",sent,anger
user_977,"I just want to say, Seething with so rage at the moment",sent,anger
user_978,Seething extremely with rage at the moment,sent,anger
user_979,White hot anger,sent,anger
user_980,White hot anger,sent,anger
user_981,"Listen, White hot anger!!",sent,anger
user_982,"I have to tell you, White hot very anger!!",sent,anger
user_983,"Hey, White hot anger honestly",sent,anger
user_984,"Honestly, White hot anger today",sent,anger
user_985,"Hey, White hot anger for real",sent,anger
user_986,"I just want to say, White hot anger!",sent,anger
user_987,"Honestly, White hot anger",sent,anger
user_988,"Just so you know, White hot anger!!",sent,anger
user_989,"You know what, White hot anger right now",sent,anger
user_990,Volcanic rage,sent,anger
user_991,"Listen, Volcanic rage!",sent,anger
user_992,"Hey, Volcanic rage!!",sent,anger
user_993,"I just want to say, Volcanic rage!",sent,anger
user_994,"You know what, Volcanic rage!",sent,anger
user_995,"Just so you know, Volcanic rage seriously",sent,anger
user_996,"You know what, Volcanic rage!!",sent,anger
user_997,"I have to tell you, Volcanic rage right now",sent,anger
user_998,"I have to tell you, Volcanic rage...",sent,anger
user_999,Volcanic rage!,sent,anger
user_1000,"Just so you know, Volcanic rage seriously",sent,anger
user_1001,Blind with fury,sent,anger
user_1002,Blind with fury!,sent,anger
user_1003,"Listen, Blind with fury right now",sent,anger
user_1004,"To be honest, Blind with fury honestly",sent,anger
user_1005,"To be honest, Blind with fury right now",sent,anger
user_1006,"Hey, Blind with incredibly fury",sent,anger
user_1007,"I have to tell you, Blind with completely fury...",sent,anger
user_1008,"I just want to say, Blind with totally fury!",sent,anger
user_1009,"You know what, Blind with fury today",sent,anger
user_1010,"Listen, Blind with fury!!",sent,anger
user_1011,"I have to tell you, Blind with fury honestly",sent,anger
user_1012,Teeth grinding anger,sent,anger
user_1013,"Listen, Teeth incredibly grinding anger honestly",sent,anger
user_1014,"You know what, Teeth grinding anger today",sent,anger
user_1015,Teeth grinding anger,sent,anger
user_1016,"I just want to say, Teeth grinding anger!!",sent,anger
user_1017,"To be honest, Teeth grinding anger at the moment",sent,anger
user_1018,"Just so you know, Teeth utterly grinding anger",sent,anger
user_1019,"Listen, Teeth grinding anger at the moment",sent,anger
user_1020,Teeth grinding anger...,sent,anger
user_1021,"Just so you know, Teeth grinding anger right now",sent,anger
user_1022,"Listen, Teeth grinding anger...",sent,anger
user_1023,Clenched fists,sent,anger
user_1024,"I just want to say, Clenched fists...",sent,anger
user_1025,"To be honest, Clenched fists today",sent,anger
user_1026,Clenched fists,sent,anger
user_1027,"You know what, Clenched fists honestly",sent,anger
user_1028,"Honestly, Clenched fists!!",sent,anger
user_1029,"You know what, Clenched fists for real",sent,anger
user_1030,"To be honest, Clenched fists for real",sent,anger
user_1031,"To be honest, Clenched fists honestly",sent,anger
user_1032,"Hey, Clenched fists at the moment",sent,anger
user_1033,"I have to tell you, Clenched fists!",sent,anger
user_1034,Heart pounding with anger,sent,anger
user_1035,"Listen, Heart pounding with completely anger...",sent,anger
user_1036,"To be honest, Heart pounding with anger at the moment",sent,anger
user_1037,"Honestly, Heart incredibly pounding with anger right now",sent,anger
user_1038,"I have to tell you, Heart pounding with absolutely anger today",sent,anger
user_1039,"To be honest, Heart pounding with anger!",sent,anger
user_1040,"To be honest, Heart pounding with really anger at the moment",sent,anger
user_1041,"To be honest, Heart pounding with anger!!",sent,anger
user_1042,"To be honest, Heart pounding really with anger for real",sent,anger
user_1043,Heart incredibly pounding with anger for real,sent,anger
user_1044,"You know what, Heart incredibly pounding with anger right now",sent,anger
user_1045,Shaking with rage,sent,anger
user_1046,"Honestly, Shaking with so rage honestly",sent,anger
user_1047,"Honestly, Shaking with rage today",sent,anger
user_1048,"Just so you know, Shaking with incredibly rage today",sent,anger
user_1049,"You know what, Shaking with so rage today",sent,anger
user_1050,"Listen, Shaking with absolutely rage right now",sent,anger
user_1051,Shaking with rage...,sent,anger
user_1052,"Hey, Shaking with rage!",sent,anger
user_1053,"Hey, Shaking with rage!",sent,anger
user_1054,"Hey, Shaking with rage!",sent,anger
user_1055,"Listen, Shaking completely with rage at the moment",sent,anger
user_1056,Out of control angry,sent,anger
user_1057,"Honestly, Out very of control angry right now",sent,anger
user_1058,"Listen, Out of control angry",sent,anger
user_1059,"I have to tell you, Out really of control angry seriously",sent,anger
user_1060,"To be honest, Out of control angry!!",sent,anger
user_1061,"You know what, Out completely of control angry today",sent,anger
user_1062,"I have to tell you, Out of truly control angry",sent,anger
user_1063,Out utterly of control angry today,sent,anger
user_1064,"Just so you know, Out of utterly control angry for real",sent,anger
user_1065,"You know what, Out of control angry seriously",sent,anger
user_1066,"I just want to say, Out of control angry!!",sent,anger
user_1067,Lost all patience,sent,anger
user_1068,"You know what, Lost all patience for real",sent,anger
user_1069,"To be honest, Lost all patience right now",sent,anger
user_1070,"You know what, Lost all patience!!",sent,anger
user_1071,"You know what, Lost extremely all patience honestly",sent,anger
user_1072,"Listen, Lost all patience right now",sent,anger
user_1073,"I have to tell you, Lost all patience at the moment",sent,anger
user_1074,"Hey, Lost all patience right now",sent,anger
user_1075,"Hey, Lost all patience!",sent,anger
user_1076,"I have to tell you, Lost all patience for real",sent,anger
user_1077,"Just so you know, Lost all patience!",sent,anger
user_1078,No more Mr Nice Guy,sent,anger
user_1079,"Just so you know, No more Mr Nice Guy!!",sent,anger
user_1080,"I just want to say, No more Mr Nice Guy right now",sent,anger
user_1081,"Hey, No more Mr Nice extremely Guy!",sent,anger
user_1082,"Listen, No more Mr Nice Guy today",sent,anger
user_1083,"To be honest, No so more Mr Nice Guy...",sent,anger
user_1084,"To be honest, No more Mr totally Nice Guy",sent,anger
user_1085,"Just so you know, No more Mr Nice truly Guy today",sent,anger
user_1086,"To be honest, No more Mr very Nice Guy seriously",sent,anger
user_1087,"I have to tell you, No more Mr Nice totally Guy seriously",sent,anger
user_1088,"To be honest, No more Mr Nice Guy for real",sent,anger
user_1089,That's it I'm done,sent,anger
user_1090,"Just so you know, That's it I'm done honestly",sent,anger
user_1091,"Listen, That's it I'm done seriously",sent,anger
user_1092,"You know what, That's truly it I'm done today",sent,anger
user_1093,"Just so you know, That's really it I'm done!!",sent,anger
